business_id,labels
3hi0o,1 2 5 6
3hr0u,2 5 6
3hss1,1 2 3 5 6
3hx0z,1 2 3 4 5 6 7
3i0lb,0 8
3i26e,1 2 5 6
3i2or,0 1 2 5 6 8
3i7w0,1 2 3 5 6
3iajk,1 2 5 6 8
3iiuk,1 2 3 5 6
3imha,1 2 5 6 8
3ipkg,1 2 5 6
3iqxk,1 2 6
3irvx,1 2 5
3ivad,0 1 2 5 6 8
3iy7g,3 5 6 8
3iymv,0 1 2 5 6
3j75n,1 2 5 6
3j8ta,1 2 5 6
3jcil,6 8
3jd77,6 8
3jdn8,0 2 4 5 6 8
3jfq7,2 5 6
3jhog,2 5 6
3jhq1,0 1 2 5 6
3jj09,0 2 6 8
3jmrd,2 5 6
3k44j,0 1 2 8
3k73e,2 5 6 8
3k8b1,1 2 3 5 6
3kklx,2 3 5 6
3knwe,0 1 2 5 6 8
3kr31,0 1 2 4 5 6
3kvyt,1 2 4 5 6 7
3kw0t,1 2 3 4 5 6
3kwl4,1 2 5 6
3l16a,0 3 5 8
3lbq5,1 2 5 6 8
3lbrj,0 1 2 5 6 8
3lc50,1 2 5 6 8
3lfzc,2 6 8
3lnc9,1 2 3 5 6 8
3lq1n,1 2 3 5 6 8
3lskm,1 2 5 6 7 8
3m2tp,1 2 3 5 6 8
3mbpn,1 2 5 6 8
3mc0u,1 2 4 5 6
3mgm3,1 2 5 6 8
3mh6y,0 2 6 8
3mhez,0 5 8
3mi5u,2 5 6 8
3mlkv,1 2 5 6 8
3n1bz,0 3 5 6 8
3n1vw,1 2 3 4 5 6 7
3n3ay,0 5 6 8
3n3w3,1 2 3 5 6
3nkeq,1 2 5 6 8
3nogw,1 2 5 6
3npq7,6 8
3nw71,1 2 4 5 6
3o0k1,1 2 3 5 6 7
3odrn,1 2 4 5 6 7
3oebi,2 3 5 6 8
3ohep,2 4 5 6
3ojhw,2 5 6 8
3ok9v,0 1 2 3 5 6 8
3omvg,2 4 5 6 7
3onrh,1 2 4 5 6 7 8
3oyw2,0 2 5 6
3p0bb,1 2 5 6 7 8
3p3da,1 2 4 5 6
3p5w1,2 4 5 6
3pdhd,1 2 5 6 7
3pjvf,2 3 5 6 8
3pmcs,1 2 5 6 8
3pozb,0 1 4 5 6
3pvg0,0 1 2 5 6 7
3q1fz,1 2 5 6
3q1nt,0 2 4 5 6 8
3q2xo,1 2 3 5 6
3q5h7,1 2 4 5 6 7
3q8rd,1 2 4 7
3qash,1 2 5 6 8
3qdz1,1 2 4 5 6
3qvua,1 2 3 5 6 8
3qw0y,1 2 4 5 6
3r5iq,0 1 2 5 6 8
3rata,0 2 5 6
3re4h,1 2 3 5 6
3rea5,0 1 2 5 6 7
3rh85,1 2 5 6 8
3rqqs,1 2 3 5 6
3ru0h,0 1 2 5 6 8
3rxt6,0 3 5
3s322,1 2 4 5 6 7
3s33a,2 3 5 6 8
3s8ky,0 2 3 5 6 8
3s99t,0 1 2 5 6 8
3scb6,2 5 6
3sfye,2 3 5 6 8
3sgoc,5 6 8
3sh8x,2 5 6
3sixj,1 2 3 5 6
3sjqz,1 2 8
3snbw,0 1 2 5 6 7 8
3suu4,2 5 6 8
3t4ux,1 2 3 5 6
3ths5,0 3 8
3tkii,0 3 5 6 8
3tkvc,2 3 5 6 8
3tlno,0 1 2 5 6 7
3ttac,0 1 2 3 5 6
3ttkn,2 5 6
3tugl,0 2 5 6 8
3tv9h,2 3 5 6 8
3ty8o,1 2 3 5 6 8
3u1dr,2 5 6 8
3u2xp,2 3 5 6 8
3u7bv,1 2 4 5 6 7
3uady,1 2 3 4 5 6
3ucqw,0 1 2 5 6 8
3uj3x,0 1 2 5 6
3uojh,2 3 5 6
3uopw,1 2 5 6 7
3us2u,1 2 3 4 5 6
3us9s,0 2 5 6 8
3uzvp,1 2 5 6 8
3v1qr,1 2 5 6
3v9x5,0 8
3vfiz,1 2 5 6 8
3vjyi,0 1 2 5 6
3vrix,2 3 5 6 8
3vuja,1 2 4 5 6
3vv8j,1 2 6
3vvch,0 8
3w12v,0 1 2 5 6 8
3w7go,2 5 6 8
3wa7e,0 1 2 5 6 7
3wla7,1 2 3 5 6 8
3wt35,2 4 5 6
3wzpy,1 2 4 5 6 7
3x2p1,1 2 3 5 6 8
3x5vt,0 1 2 5 6
3xiqa,0 5 6 8
3xoea,1 2 5 6 8
3xsjo,2 3 5 6 8
3xxqo,2 3 5 6
3yksr,1 2 3 5 6
3yowd,0 1 2 5 6 8
3yp11,2 3 4 5 6 8
3ytl4,1 2 5 6 8
3ytpf,2 3 5 6 8
3yuoy,1 2 4 5 7
3yutj,0 1 2 5 6 8
3yw0r,0 1 6 8
3yz1o,1 2 5 6 8
3z35t,1 2 5 6 7 8
3zc30,2 3 5 6
3zhv1,2 3 5 6
3zo1q,1 2 4 5 6 7
3zxx3,0 2 5 6 8
3zyg8,0 6 8
4051c,1 2 6 8
405m5,0 1 2 4 5 6
40a5n,1 2 5 6 8
40b18,0 1 2 5 6
40k83,0 2 5 6 8
40m1h,1 2 3 5 6 8
413x5,1 2 4 5 6 7
4166n,1 2 5 6 8
4184t,1 2 3 5 6 8
41ceo,2 4 5 6
41ih3,1 2 3 5 6
41mcz,2 5 6 8
41nrc,1 2 4 5 6
41op5,6 8
41p7x,0 5 6 8
41p7y,1 2 3 5 6 8
41r1s,1 2 5 6 7
41rks,1 2 5 6 7
41u8h,0 1 2 5 6
41wl9,2 5 6 8
424fd,1 2 5 6
428qn,0 1 2 5 6 8
42chg,0 1 2 5 6
42kip,1 2 4 5 6
435hp,0 2 5 6 8
43cgr,2 4 5 6 8
43iah,1 2 5 6
43ndv,1 2 5 6
43q1l,0 2 5 6 8
43qbi,1 2 5 6
43raw,1 2 4 5 6
44040,0 2 3 5 6
44a2o,2 3 5 6 8
44kri,0 1 2 5 6
44ob3,1 2 5 6 8
44uar,1 2 5 6
44xvi,1 2 3 5 6 8
44yd1,1 2 3 5 6
456hu,0 2 5 6 8
4570i,1 2 5 6
45mki,0 1 5 6 8
45nqg,0 8
45p3a,5 6 8
45puk,0 1 2 5 6 8
45pxp,1 2 5 6 8
45wtd,1 2 5 6
46158,0 2 5 6
464if,1 2 5 6 8
466bp,0 2 4 5 6 8
4696o,2 5 6
46b4l,0 4 5 6
46b7v,0 3 8
46fnw,1 2 3 4 5 6 7
46gtt,1 2 5 6 7 8
46tfq,0 8
46vkz,1 2 3 4 5 6 7
4708h,2 5 6 8
4720r,0 3 8
47po7,0 1 2 4 5 6 7
47zm0,6 8
48gq7,1 2 5 6 8
48myl,1 2 5 6
48t5s,0 2 5 6 8
49dks,0 8
49ftu,1 2 5 6
49jdr,1 2 5 6 8
49mi6,2 5 6 7
49o0u,2 6 8
49pwu,1 2 4 5 6
49qfc,2 5 6
49uuw,2 5 6 8
49xmz,0 1 2 5 6
4a2th,2 3 5 6 8
4a2wx,1 2 5 6 8
4acgy,1 2 4 5 6 7
4aoto,0 2 5 6 8
4apr2,0 5 6 8
4arsh,1 2 3 5 6
4avli,0 5 6
4ayif,0 2 6 8
4b11u,1 2 5 6 8
4b82y,0 1 2 5 6 7 8
4bmig,1 2 5 6 8
4br7l,1 2 5 6
4brvi,2 5 6 8
4bs31,0 1 2 4 5 6 8
4bva5,1 2 3 5 6 8
4c7r1,2 5 6 8
4ce0o,0 1 2 5 6 8
4cf4i,1 2 5 6 8
4cvyx,2 3 5 6 8
4cy0n,0 1 2 5 6 8
4d8mm,5 6 8
4ditm,1 2 5 6 7
4dnpo,1 2 4 5 6
4dskp,1 2 5 6
4e77s,1 2 4 5 6 8
4enrl,2 5 6 8
4eqpg,0 8
4f03b,0 2 5 6 8
4f65u,0 1 2 5 6 8
4fcgu,1 2 4 5 6 7
4fipv,1 2 4 5 6
4fnou,0 6 8
4fnz7,1 2 4 5 6 8
4fwbf,1 2 4 5 6 7
4fx3y,2 5 6
4g2fo,1 2 5 6 8
4g2mv,0 2 5 6 8
4gcr6,0 8
4gluo,1 2 3 5 6 8
4gq0l,1 2 5 6
4gtky,1 2 4 5 6 7
4gtve,0 2 5 6 8
4gu69,1 2 4 5 6
4gulu,0 1 2 5 6 8
4gzvu,2 3 5 6
4h002,1 2 5 6
4h41v,0 1 2 5 6 8
4hbwo,1 2 4 5 6 7
4hg1u,1 2 5 6
4hino,1 2 3 5 6 8
4hkpt,0 1 2 5 6
4hoyc,0 2 6 8
4hvfk,0 1 5 6 7 8
4hznd,3 5 6 8
4ijuf,2 5 6 8
4imdz,0 1 2 5 6 8
4imrz,1 2 5 6
4io7m,1 2 5 6
4izxz,0 2 5 6
4ja8p,0 5 6 8
4jazg,1 2 5 6 8
4jdn1,2 3 5 6 7 8
4jgxm,0 2 5 6
4jl87,0 5 6 8
4jloi,1 2 3 5 6 8
4jnwd,1 2 3 5 6 8
4joan,0 8
4jp48,1 2 5 6 8
4jscm,1 2 4 5 6 7
4jt8m,1 2 4 5 6 7
4jvbx,1 2 3 5 6
4jwjt,0 1 2 5 8
4k1q5,2 5 6 8
4k5oi,1 2 3 5 6 8
4kbi0,1 2 3 5 6
4kddc,2 5 6 8
4kj3s,5 6 8
4kkjb,1 2 5 6 8
4knil,1 2 5 6 8
4koqz,1 2 3 5 6
4l62v,0 7 8
4l81n,1 2 5 6 8
4lap8,0 2 5 6
4lc62,1 2 4 5 6
4lq3o,2 4 5 6 7 8
4lrbf,1 2 5 6 8
4lu43,0 1 2 5 6
4lv8v,0 1 2 5 6 8
4m642,2 3 5 6 8
4m6x1,1 2 5 6 8
4m778,1 2 5 6 8
4mazr,0 1 2 5 6 8
4mci2,1 2 3 4 5 6 7
4mfo0,0 1 2 3 5 6 8
4mgrr,1 2 5 6
4myxx,2 3 5 6 8
4mzcc,0 8
4mzkl,0 1 2 5 6
4nalr,1 6 7
4nbue,1 2 5 6 8
4nde0,0 1 2 5 6 8
4nhib,1 2 3 5 6 8
4nhqs,0 2 5 6 8
4nmyu,1 2 4 5 6 7
4nuci,1 2 4 5 6 7
4nvi2,1 2 3 5 6
4nw4d,1 2 4 5 6 7
4nwyt,1 2 3 4 5 6 7 8
4nzwz,1 2 3 5 6
4o1yx,3 8
4o2co,6 8
4o5jr,0 2 5 6 8
4om28,2 5 6
4omeh,0 1 2 5
4osgz,2 5 6
4our2,2 3 5 6 8
4ov5m,2 5 6 8
4ovqs,1 2 4 5 6 7
4ozkr,1 2 5 6 8
4p4bz,0 1 2 4 5 6 7
4p8ht,1 2 5 6
4pe0y,0 1 2 5 6
4pivf,2 5 6
4pkff,8
4pmv2,0 1 2 5 6 8
4pwnh,1 2 3 5 6
4q1gg,0 2 5 6 8
4q512,0 1 2 4 5 6 7 8
4q8ed,1 2 3 5 6 8
4qa4i,8
4qoby,1 2 5 6 8
4qrem,0 1 2 5 6 8
4qs1d,1 2 5 6 8
4qwpb,1 2 5 6 7 8
4qxq5,2 5 6 8
4qxx1,1 2 4 5 6 8
4r1n1,2 5 6 8
4r7cf,0 2 5 6 8
4r7rt,1 2 3 4 5 6 7
4rp53,1 2 5 6 8
4rtli,0 1 2 4 5 6
4rwk8,1 2 3 5 6
4rx53,1 2 3 5 6 8
4rxzx,1 2 5 6
4s1ku,1 2 5 6
4scs2,1 2 3 5 6 8
4sfra,1 2 5 6
4smco,0 1 2 5 6 7 8
4so8s,0 1 8
4spm4,1 2 5 6
4spv5,1 2 3 5 6 8
4syo7,0 1 2 5 6
4sz0s,1 2 5 6 8
4t4n2,1 2 5 6 7 8
4tdbi,1 2 5 6 7 8
4teqn,1 2 3 4 5 6 7
4ti3g,0 1 2 5 6
4tm32,2 5 6
4tm5u,1 2 4 5 6
4tmz4,0 1 2 5 6
4trqq,1 2 4 5 6 7
4tvit,1 2 4 5 6
4tyuf,1 2 4 5 6
4u174,0 2 4 5 6 8
4u9uo,1 2 3 5 6 8
4udet,0 1 2 5 6 8
4udt2,1 2 3 5 6 8
4uh38,2 5 6 8
4uj43,2 5 6
4uo0g,1 2 3 4 5 6
4uoyi,0 1 2 5 6 7 8
4urqh,1 2 3 4 5 6 7
4uyrk,1 2 3 5 6
4v0ts,2 3 5 6
4vhok,6 8
4vhyi,1 2 5 6 8
4vkpu,2 5 6
4vmy9,1 2 5 6
4vqr2,0 5 6 8
4vrnv,1 2 5 6 8
4vtpw,1 2 4 5 6 7 8
4vy5t,2 5 6 8
4w5dg,1 2 5 6 8
4w9e9,2 3 4 5 6 8
4wby9,1 2 3 5 6
4wdhu,0 1 2 4 5 6
4whn5,0 6 8
4wn33,1 2 3 4 5 6
4woz6,1 2 3 5 6 8
4wqeh,1 2 3 5 6 8
4wrib,1 2 4 5 6
4wt9x,0 1 2 3 5 6
4wtnr,1 2 4 5 6 7
4xoit,1 2 3 5 6
4xtha,1 2 3 5 6
4y0gz,1 2 4 5 6 7
4y4ur,1 2 3 4 5 6 7
4yipn,1 2 5 6
4yszy,0 5 6 8
4z948,2 3 5 6 8
4z9f1,1 2 4 5 6 7 8
4zdez,2 4 5 6
4zhac,1 2 4 5 6 7
4zmmt,0 1 2 5 6
4ztgl,0 2 5 6 8
4zu5m,1 2 5 6 8
502n8,1 2 5 6 8
5051o,1 2 5 6 8
506vx,1 2 4 5 6
50k4y,1 2 5 6 8
50l9g,1 2 5 6 8
50vln,1 2 6 8
50ywf,0 5 6 8
5106y,0 2 4 5 6 8
513u1,1 5 6 8
51dej,2 3 5 6 8
51gea,1 2 5 6
51geg,1 2 3 5 6
523fd,0 1 2 5 6 8
524ft,1 2 5 6 8
526bq,0 1 2 5 6
5297g,0 1 2 4 5 8
52gqx,1 2 3 4 5 6 7
52iah,0 2 5 6 8
52je4,1 2 5 6 8
52kck,0 4 8
52pjx,2 4 5 6 8
530l7,0 2 5 6 8
53cls,1 2 4 5 6 7
53kmd,1 2 3 5 6
53xdp,0 5 6 8
53xyc,0 1 2 4 5 6
53yb2,0 1 2 5 6 8
53z9l,1 2 3 5 6
54133,0 6 8
541aj,0 1 2 5 6 8
541rl,0 1 2 5 6
545wg,0 5 6 8
54c7f,0 1 2 4 5 6
54ivq,1 2 3 5 6
555qz,2 3 5 6
558xu,1 2 4 5 6 7
559bx,1 2 3 4 5 6
55bhh,1 2 3 5 6 8
55hkz,1 2 5 6 8
55m03,0 1 2 5 6 8
55sed,1 2 5 6 8
55vef,2 3 5 6
563p9,1 2 5 6 8
565cs,2 5 6
565ej,1 2 3 5 6 8
568b1,0 1 2 5 6 8
56na4,2 5 6 8
56ocj,0 2 5 6 8
56odm,1 2 4 5 6 7
56vqj,1 2 5 6
570f3,0 2 5 6 8
572xf,1 2 5 6
577uy,1 2 3 5 6 8
57aq9,0 1 5 8
57fvx,1 2 4 5 6
57k1o,1 2 4 5 6 7
57p28,0 1 2 5 6 8
57v2i,2 5 6 8
57w88,1 2 5 6 8
57ycn,1 2 4 5 6 7
57z69,1 2 5 6 7 8
581a5,0 5 6
581ww,1 2 3 5 6
5821a,6 8
587ub,1 2 4 5 6 7
58iv4,0 1 2 5 6
58pfr,1 2 5 6
593ar,1 2 3 4 5 6
594ra,1 2 5 6
59bk7,1 2 3 5 6 8
59ly1,0 2 3 5 6 8
59nqt,1 2 5 6 8
59tfa,1 2 4 5 6 7
59zf6,0 1 2 4 5 6
59zzb,1 2 3 5 6 8
5a5za,1 2 4 5 6 7
5a9q1,1 2 5 6
5atth,0 2 8
5ayok,1 2 3 5 6 8
5aysv,0 1 2 3 5 6 8
5b0y7,1 2 5 6
5b5tb,1 2 5 6 8
5b6wz,1 2 4 5 6 7
5bcjp,1 2 5 6 8
5bllw,1 2 5 6
5brs6,1 2 5 6 8
5bvkz,1 2 4 5 6 7 8
5c1an,0 1 2 5 6 8
5c5cu,5 6 7 8
5c6k5,1 2 3 5 6
5c9x6,2 5 6
5chn5,0 1 2 5 6 8
5cwm8,1 2 4 5 6 7
5d29c,1 5 6 8
5d4wv,0 5 8
5d704,1 2 5 6 8
5d78t,2 3 5 6 8
5dgcc,0 3 8
5dqcr,1 2 5 6 8
5dqqj,1 2 5 6 8
5dqta,1 2 5 6
5drpv,1 2 5 6
5duvk,2 4 5 6 7
5dwi7,1 2 3 5 6 8
5e890,2 5 6 8
5e91h,1 2 5 6
5e99b,0 6 8
5eaqg,0 2 6 8
5ecu6,0 2 5 6 8
5edqg,1 2 4 5 6
5eff4,1 2 3 5 6 8
5em9z,0 1 2 5 6 8
5esw5,1 2 5 6
5ewfu,2 3 5 6 8
5eyrp,0 1 2 3 5 6 8
5ezd2,2 5 6 8
5f78a,1 2 3 5 6 8
5f7q5,1 2 3 4 5 6 7
5f7s8,0 5 6 7 8
5fbcl,0 1 2 5 6 8
5ffru,0 6 7 8
5fjer,1 2 4 5 6 7
5fpds,6 8
5fsi6,2 3 5 6
5fubh,1 2 3 4 5 6
5g8sg,1 2 6 7 8
5g90k,1 2 4 5 6 7
5gler,2 5 6 8
5gmq7,0 1 2 5 6 8
5goyj,1 2 5 6 7 8
5gybb,1 2 5 6 8
5h2ff,1 2 5 6
5h353,2 3 5 6 8
5h9t8,1 2 5 6 7 8
5hbs4,0 2 5 6 8
5hiat,1 2 5 6 8
5hkpy,1 2 5 6 7
5hm64,2 6 8
5honn,1 2 4 5 6 7 8
5hrje,3 8
5hs8q,1 2 5 6
5htf5,1 2 5 6
5htfm,2 3 5 6 8
5i1av,1 2 5 6 8
5i4hp,0 1 2 5 6 8
5i6ry,0 1 2 5 6
5i7xd,1 2 3 5 6 8
5i8et,1 2 4 5 6 7
5icfq,0 2 5 6 8
5ipd7,0 5 6 8
5itcv,1 2 4 5 6
5iuy0,0 6 8
5ivgd,1 2 5 6 7
5ixab,1 2 5 6 8
5j1fk,2 5 6 8
5jd86,1 2 4 5 6 7
5jdqz,0 2 5 6 8
5jftz,0 2 5 6 7 8
5jmse,1 2 4 5 6 8
5juda,1 2 5 6
5jz4q,1 2 5 6 8
5k07l,1 2 4 5 6 7
5k78l,0 5 6 8
5kgya,0 3 5 8
5khy1,0 1 2 5 6 8
5kkde,1 2 3 4 5 6
5ksfv,0 1 2 5 6
5l3sf,1 2 5 6
5lk32,1 2 5 6 8
5lkgz,2 5 6 8
5ltfa,1 2 5 6 8
5ltvs,1 2 3 4 5 6 7
5lz0n,0 1 2 6 8
5ma8f,1 2 3 5 6
5mr5v,1 2 5 6 7
5msct,0 1 2 5 6 8
5mtgx,1 2 5 6
5mvee,0 1 2 5 6
5n31f,5 6 8
5n61t,1 2 5 6 8
5n9un,1 2 5 6 8
5nahm,1 2 4 5 6
5nft0,1 2 3 5 6
5nh7g,2 3 5 6 8
5ni1a,1 2 4 5 6 7
5nj26,1 2 4 5 6 8
5np6w,2 5 6 8
5ns08,0 5
5o1j4,1 2 5 6 8
5o2i8,2 5 6 8
5o7ja,1 2 4 5 6
5or5u,0 1 2 4 5 6 8
5orqn,2 5 6
5ow1r,0 4 5 6 8
5oxqk,0 1 2 5 8
5oz4j,0 2 8
5ozdi,0 1 2 5 6
5p1m5,2 5 6 8
5p50n,0 2 5 6 8
5p7gc,2 4 6
5pcy1,2 3 5 6
5pep8,1 2 3 5 6
5pkdl,0 2 5 6 8
5pp90,1 2 5 6
5ppbt,0 1 2 5 6 8
5ptlv,1 2 5 6
5q2os,1 2 3 4 5 6
5q2ts,0 8
5q37q,1 2 4 5 6 7
5q9p3,0 1 5 6
5qjc3,
5qpv0,1 2 4 5 6
5qssv,1 2 3 5 6 8
5qtyd,1 2 4 5 6 7
5qwl4,1 2 3 4 5 6 7
5qy7n,1 2 5 6 8
5qz8x,1 2 4 5 6 7
5r2us,0 8
5r7ry,2 3 5 6 8
5r9xc,0 1 2 5 6
5reet,0 5 8
5repx,1 2 4 6 8
5riww,0 2 5 6
5rvll,1 2 5 6
5sarz,1 2 5 6 8
5si7f,0 8
5slet,0 3 6 8
5sr33,2 5 6 7
5ssnz,0 8
5sxcm,1 2 5 6 7 8
5tc3r,1 2 5 6
5teqb,0 1 2 4 5 6
5tesj,1 2 5 6 8
5teud,1 2 4 5 6
5tqpf,2 5 6 8
5tum5,1 2 3 5 6 8
5tvun,1 2 5 6 8
5tvuq,0
5tz0z,1 2 5 6
5u0os,0 2 5 6 8
5u47m,1 2 3 5 6 8
5ubhf,2 5 6 8
5ukig,1 2 5 6 8
5ukiq,1 2 3 5 6 8
5upg5,0 1 2 4 5 6
5ut1l,0 1 2 5 6 8
5v1f4,0 1 2 5 6 8
5va0r,5 6 7 8
5vbik,1 2 5 6 7
5vg97,0 1 2 3 5 6 8
5vgks,1 2 4 5 6 8
5vknk,1 2 4 5 6 7
5vni4,1 2 3 4 5 6 7
5vooj,0 1 2 5 6 8
5vtue,1 2 5 6 7
5vwxy,2 5 6 8
5w013,0 8
5w45d,1 2 5 6 8
5w583,2 5 6 8
5w7kz,2 3 5 6 8
5w97q,0 1 2 5 6 8
5wbcz,1 2 3 5 6
5wl0t,2 3 5 6 8
5wl6j,0 6 8
5wnfy,0 8
5wsn5,2 3 4 5 6
5wtyv,1 2 4 5 6 7 8
5wu6t,2 3 5 6 8
5wupx,1 2 3 5 6 8
5x1qe,1 2 5 6 8
5xbfa,2 3 5 6
5xcxr,1 2 4 5 6 8
5xdl9,1 2 4 5 6 7
5xhql,1 2 4 5 6 8
5xims,1 2 5 6 8
5xivb,1 2 5 6 7
5xnuf,1 2 3 5 6 7
5xs60,1 2 4 5 6
5xumd,3 8
5xuob,0 1 2 4 5 6 7
5xvdq,1 2 3 5 6 8
5y5xb,0 1 2 5 6 8
5y7ev,0 8
5yawt,2 4 5 6 8
5yiqo,1 2 3 5 6 8
5yqd1,1 2 5 6 8
5yxck,2 5 6 8
5yxw6,1 2 4 5 6 8
5z4jq,0 6 8
5zgtz,1 2 3 4 5 6 7
5zhva,0 1 2 5 6 8
5zpch,0 2 4 5 6
5zqt3,0 1 2 6 8
600kd,0 5 8
602xk,1 2 5 6
60aoe,1 2 3 4 5 6 7
60dam,1 2 5 6 8
60dj9,0 1 2 5 6
60ky8,2 3 5
6148c,1 2 5 6 8
614sw,2 5 6 8
61f1p,2 3 5 6 8
61nds,1 2 3 5 6 8
61ni2,1 2 5 6 8
623m6,5 6 8
62423,1 2 5 6 8
625bb,1 2 3 5 6
62pzw,1 2 5 6 7
62rd1,0 5 6 8
62rym,1 2 3 5 6
62rzb,0 1 2 5 6 8
6327e,1 2 5 6 8
63893,1 2 3 5 6 8
639hl,1 2 5 6
63n9h,0 1 2 5 6
63opq,1 2 5 6 8
64080,1 2 4 5 6 7 8
649kt,2 3 5 6 8
64it1,0 8
64n19,0 6 8
64u84,2 5 6 8
652zd,1 2 3 4 5 6
65b5k,2 5 6 8
65g4l,1 2 5 6 8
65hfb,1 2 5 6 8
65nvy,1 2 3 4 5 6
65yu6,1 2 5 6 7 8
661h4,1 2 5 6
662mw,0 2 3 5 6 8
66ctk,0 1 2 5 6 8
66gea,5 6 8
66jqt,0 2 5 6 8
66k2b,1 2 4 5 6
66kqx,0 8
66nmf,0 8
66r3g,1 2 5 6 8
66rbf,0 2 3 5 6 8
66w6t,0 2 6 8
66xpz,2 5 6 8
670o8,1 2 3 5 6
672nl,1 2 4 5 6 7
67hb6,2 3 5 6
67khj,0 1 2 5 6 8
67p7z,1 2 5 6
67tw0,1 2 5 6 7 8
67yhw,1 2 5 6
680tt,2 3 5 6 8
688xo,1 2 3 5 6 8
68ah1,1 2 5 6 8
68iw4,1 2 3 5 6 8
68rjj,1 2 3 5 6 8
68t0b,0 6 8
68ut8,1 2 3 5 6 8
68ycn,1 2 5 6 8
68zwr,0 5 6 8
69010,2 5 6 8
690la,1 2 5 6
693ch,1 2 5 6
693is,1 2 5 6 8
696d4,2 5 6
698t0,0 1 2 5 6
699et,0 8
69bex,0 1 2 5 6
69k69,0 1 2 5 6 8
69x13,1 2 5 6 8
6a5xi,1 2 4 5 6
6aaxu,1 2 5 6
6anhu,2 3 5 6 8
6argv,6 8
6aunr,1 2 3 5 6 7
6b7oy,1 2 3 5 6
6bhlz,1 2 4 5 6
6bhqj,2 5 6 8
6bqlc,1 2 3 5 6 8
6bths,2 5 6 8
6bym8,1 2 4 5 6
6c1y9,1 2 5 6 8
6c7ok,6 8
6ccoa,1 2 3 5 6 8
6cdlq,1 2 5 6 8
6ckya,0 1 2 5 6 8
6cl2n,1 2 3 5 6
6cspz,1 2 5 6
6dfrq,1 2 3 5 6 8
6dkje,0 2 5 6 8
6dn2r,2 5 6
6dty9,2 4 5 6 8
6du1v,0 1 2 4 5 6 8
6dwj3,2 5 6 8
6dxv3,0 6 8
6e2b3,1 2 3 5 6 8
6e3y5,1 2 5 6 8
6e55p,0 1 2 5 6 8
6e5hb,1 2 3 5 6 8
6e87m,0 1 2 3 5 6 8
6emon,0 4 6 7
6erro,0 1 2 5 6
6ew9i,2 3 5 6
6ewjw,1 2 4 5 6 7
6ewr4,0 5 6 8
6ey8p,2 5 6
6eymb,0 1 2 3 4 5 6 7
6f7i7,1 2 3 5 6 8
6f7mv,2 3 5 6 8
6fh9r,1 2 5 6 8
6fl9q,1 2 6 8
6fw0d,0 3 8
6fw7o,2 3 8
6g4gn,1 2 4 5 6 7
6g7o6,1 2 5 6
6gqep,2 5 6 8
6gy3q,1 2 4 5 6
6h1ni,1 2 3 4 5 6 7
6h41d,0 1 2 5 6 8
6h6ig,1 2 5 6
6hclr,2 3 5 6 8
6hh1l,1 2 5 6 7
6hr5b,0 1 2 5 6 8
6hstv,1 2 4 5 6 7
6htr9,1 4
6i4y0,0 2 6 8
6i5ms,1 2 5 6 8
6i7mk,1 2 4 5 6 7
6imad,1 2 4 5 6 7
6immi,0 5 8
6j65t,0 1 2 5 6 8
6j7rx,1 2 5 6 8
6j8d3,2 3 5 6
6j9r2,0 1 3 5 6 8
6ja7z,1 2 5 6 8
6jawt,2 4 5 6 8
6jg4s,0 8
6jrmr,0 1 2 5 6 8
6jsrb,2 5 6
6juit,2 5 6
6jurr,2 5 6 8
6jvtf,1 2 4 5 6 7
6kbgh,2 5 6 7
6kf99,1 2 3 5 6 8
6khuf,0 1 5 6 8
6koxs,1 2 3 5 6 8
6kz0d,1 2 5 6 8
6l1yf,1 2 5 6
6l2ip,1 2 4 5 6 7
6l2kg,1 2 4 5 6
6l2lr,0 8
6l8zy,1 2 5 6
6lich,0 2 4 5 6 8
6lwyn,1 2 3 4 5 6 7
6lzf2,1 2 5 6 8
6m0zm,1 2 5 6
6m9og,1 2 5 6 8
6mby2,1 2 5 6 8
6mcg8,0 2 5 6 8
6me7j,2 3 5 6 8
6meeq,1 2 3 5 6 8
6mefp,0 2 4 5 6
6mfbu,0 5 6 8
6mida,1 2 5 6
6mkc5,1 2 5 6
6mm3b,0 1 2 6 8
6n7yy,1 2 5 6
6nhsk,1 2 5 6 8
6nyok,0 2 4 5 6
6o285,0 1 2 5 6 8
6ofs5,1 2 3 5 6 8
6one3,1 2 3 5 6
6oonf,0 1 2 4 5 6 7
6op0w,2 6 8
6otdh,0 2 5 6 8
6ou8e,1 2 4 5 6
6ovs1,0 8
6ovs3,0 1 2 5 6 7 8
6owiq,1 2 5 6
6ozvs,8
6p33r,1 2 4 5 6 7
6p7vx,0 3 8
6pce4,0 8
6pg47,2 3 5 6 8
6pmbo,1 2 5 6
6pyg5,0 2 8
6pyje,1 2 5 6
6pz43,1 2 5 6
6q4e5,0
6q6fx,1 2 3 5 6 8
6qf3n,1 2 5 6 8
6qiyd,1 2 4 5 6 7
6qoae,1 2 5 6 8
6qq6w,1 2 5 6
6qsn3,2 5 8
6qynm,1 2 5 6
6qyoe,0 1 2 5 6
6r2mp,0 6 8
6r2r6,0 2 5 6 8
6r3ih,1 2 3 5 6
6rjcz,1 2 5 6 7 8
6rpzm,0 8
6rr62,0 5 6 8
6rxlj,2 3 5 6 8
6ry4t,0 8
6s1e1,1 2 3 5 6
