business_id,class1,class2,class3,class4,class5,class6,class7,class8,class9
9er4l,0,0,0,1,0,1,1,0,1
9etiu,1,0,0,1,0,0,0,0,1
9eueq,0,0,1,1,0,1,1,0,0
9exi2,0,1,1,1,1,1,1,1,0
9ezd9,0,0,0,0,0,1,1,0,1
9f12y,0,0,0,1,0,1,1,0,1
9f9c3,0,0,1,1,0,1,1,0,1
9f9vw,0,0,0,1,0,1,1,0,1
9fbcp,0,1,1,1,0,1,1,0,0
9fdui,0,0,1,1,0,1,1,1,1
9ffyk,0,0,1,1,0,1,1,0,1
9fgb1,0,0,1,0,0,1,1,0,1
9fkv6,1,0,0,1,0,1,1,0,1
9ftbc,0,0,1,1,1,1,1,0,1
9fu4j,0,1,1,1,1,1,1,0,0
9g2ex,1,0,0,0,0,0,0,0,1
9g35p,0,0,0,1,0,1,1,0,1
9g7fe,0,0,0,1,0,0,0,0,1
9gfjv,0,0,1,1,0,1,1,0,1
9girz,0,1,1,0,1,1,1,1,0
9gj0g,1,0,0,1,0,0,0,0,1
9gjib,0,0,1,1,0,0,1,0,1
9go5o,0,0,1,1,0,1,1,0,0
9gpjb,0,0,0,1,0,1,1,0,1
9gqqi,0,0,1,1,0,1,1,0,1
9gspk,0,0,1,1,1,1,1,1,1
9gy9k,0,0,1,1,0,1,1,0,0
9h20k,0,0,1,1,0,1,1,1,1
9h3pj,0,1,1,1,1,1,1,0,0
9h9s9,1,0,0,0,0,1,0,0,1
9hc9i,0,1,1,1,1,1,1,0,0
9hgzm,0,0,0,0,0,1,1,0,0
9hmfl,0,0,0,0,0,0,0,0,1
9hpyv,0,0,0,1,1,1,1,0,1
9hu0n,0,1,1,1,0,1,1,0,0
9hx7t,0,0,1,1,0,1,0,0,1
9hz13,0,1,1,1,0,1,1,0,1
9i3gs,0,1,1,1,1,1,1,0,0
9i5mw,0,0,1,1,0,1,1,0,1
9id0b,0,0,1,1,0,1,1,0,1
9iems,1,0,0,1,0,1,1,0,0
9im2h,0,0,1,1,0,1,1,0,0
9ixod,0,0,1,1,0,1,1,0,1
9j1y3,0,0,1,0,0,1,1,0,1
9j2ym,0,0,1,1,0,1,1,1,0
9j75v,0,0,1,0,1,1,1,0,1
9jg93,0,0,1,1,0,1,1,0,1
9jm8h,0,0,1,1,0,1,1,0,1
9jr6m,0,0,0,1,0,1,1,0,1
9jxod,0,0,0,1,0,1,1,0,1
9jzem,0,0,1,1,0,1,1,0,0
9k24m,0,1,1,1,0,1,1,0,0
9k7kn,1,0,0,0,0,0,0,0,1
9kafd,1,0,0,1,0,1,0,0,1
9kb3b,0,0,1,1,0,1,1,0,1
9kd5z,0,0,1,1,0,1,1,0,1
9kdwp,0,0,1,1,0,1,1,0,1
9kj6g,0,0,1,1,0,1,1,0,1
9kmhq,0,0,1,1,1,1,1,0,1
9knn7,0,0,1,1,1,1,1,1,0
9ku2n,0,0,1,1,0,1,1,0,1
9l9tx,0,0,0,1,1,1,1,0,1
9lju1,0,1,1,1,0,1,1,1,0
9lkqx,0,0,1,0,0,1,1,1,0
9lqaj,0,0,1,1,0,1,1,0,1
9ltll,0,0,1,1,0,1,1,0,1
9lydb,1,0,0,1,0,0,0,0,1
9m2dq,0,0,1,1,0,1,1,0,1
9m2kh,0,0,1,1,0,1,1,0,1
9m65c,0,0,1,1,0,1,1,0,1
9m83t,0,1,1,1,1,1,1,0,0
9m8o9,0,0,0,1,0,1,1,0,1
9m9jq,0,0,1,1,1,1,1,0,1
9mant,0,0,1,1,1,1,1,1,0
9mb90,0,0,1,1,1,1,1,0,0
9mdow,0,0,1,1,0,1,1,0,1
9mfry,0,0,1,1,0,1,1,0,0
9mgz7,0,0,1,1,0,1,1,0,1
9mhrp,1,0,0,1,0,0,0,0,1
9mi03,0,0,1,0,1,1,1,0,0
9mn59,0,0,1,1,0,1,1,0,1
9mo3d,0,0,1,1,1,1,1,0,0
9msmu,0,1,0,1,0,1,1,0,1
9mu01,0,0,0,1,0,1,1,1,0
9mzt0,0,0,1,0,0,1,1,0,1
9n127,0,0,0,1,0,1,1,0,1
9n1cb,0,0,1,1,0,1,1,0,0
9n53g,0,0,1,0,0,1,1,0,1
9n55a,0,0,1,1,0,1,1,0,1
9norj,0,0,1,1,0,1,1,0,1
9novp,0,0,1,1,0,1,1,0,1
9nvye,0,0,1,1,0,1,1,0,0
9nxhx,0,0,1,1,0,1,1,0,1
9o2np,0,0,1,1,0,1,1,0,0
9o6es,0,1,1,0,0,1,1,0,1
9o6qt,0,0,1,1,0,1,1,0,0
9objq,0,1,1,1,1,1,1,1,0
9oe0c,1,0,0,0,0,0,0,0,1
9oj9j,0,1,1,1,1,1,1,0,0
9onuj,0,0,1,0,1,1,1,1,0
9p1f4,0,0,1,1,0,1,1,0,1
9p1oc,0,0,0,1,0,1,1,0,1
9p298,0,0,0,1,0,1,1,0,0
9ph5y,1,0,0,1,0,0,0,0,1
9pigl,0,0,1,1,1,1,1,0,0
9pld3,0,0,1,1,0,1,1,0,1
9ppav,0,0,0,1,0,0,0,0,1
9puny,0,1,1,1,0,1,1,0,0
9pv1g,0,0,1,1,0,1,1,0,0
9q055,0,0,1,1,0,1,1,0,1
9q724,0,0,1,0,0,1,1,0,1
9qdi8,0,0,0,0,0,0,0,0,1
9qdsb,0,0,1,1,1,1,1,0,1
9qf68,0,0,1,1,0,1,1,0,1
9qh19,0,0,1,1,0,1,1,0,1
9qiuf,0,0,1,0,0,1,1,0,1
9qoa9,0,1,1,0,1,1,1,1,0
9r14z,0,0,1,1,0,1,1,0,0
9r67s,0,0,1,1,0,1,1,0,1
9rbl7,1,0,0,0,0,1,0,0,1
9rbvr,0,1,1,0,0,1,1,0,0
9ri03,0,1,1,1,0,1,1,0,0
9rln4,0,0,1,1,0,1,1,0,1
9ro98,0,1,1,1,1,1,1,0,0
9rtp8,0,0,0,1,0,0,1,0,1
9ruxa,0,0,1,1,0,1,1,0,1
9s1ax,0,0,0,1,0,1,1,0,1
9s8uo,0,0,1,1,0,1,0,0,1
9samo,0,0,1,1,0,1,1,0,0
9se60,0,1,1,0,0,1,1,0,0
9sg3j,0,0,0,1,0,1,1,0,1
9soxw,0,0,1,1,0,1,1,0,0
9sq83,0,0,1,1,0,1,1,0,1
9svr8,0,0,1,1,0,1,1,0,1
9t10u,0,0,0,1,0,1,1,0,0
9t2uw,0,0,1,0,0,1,1,0,1
9tb9b,0,0,1,1,0,1,1,1,0
9tji4,0,1,1,0,1,1,1,0,0
9tjrw,0,0,1,1,0,1,1,0,1
9tl60,0,0,0,1,0,1,1,0,1
9tsmn,0,1,1,1,0,1,1,1,0
9uavf,0,0,1,1,0,1,1,0,1
9ue7h,0,1,1,1,1,1,1,0,0
9ufbs,0,1,1,1,1,1,1,1,0
9ujdn,0,0,1,0,0,1,1,0,0
9unll,0,0,1,0,0,1,1,0,0
9uyzb,0,1,1,1,0,1,1,0,1
9v8xm,0,0,1,1,0,1,1,0,0
9vcrx,0,0,0,1,0,1,1,0,1
9vdsc,0,0,1,1,0,1,1,0,0
9vqkt,0,0,0,0,0,0,0,0,1
9vue5,0,0,1,1,0,1,1,0,1
9w11r,0,0,1,1,0,1,1,0,1
9w2ak,0,0,1,1,0,1,1,0,1
9w2ne,0,0,1,0,0,1,1,0,1
9w5tl,1,0,0,1,0,0,0,0,1
9wd6m,0,0,0,1,0,1,0,0,1
9wo0w,0,0,1,0,0,1,1,0,1
9wxhe,0,0,1,1,0,1,1,0,1
9x4v6,0,0,1,1,0,1,1,0,1
9x5gw,0,0,1,0,1,1,1,0,0
9xgq0,0,0,0,1,0,0,1,0,1
9xhs9,0,0,0,1,0,1,1,0,1
9xizn,0,0,1,1,0,1,1,0,1
9xo1p,1,0,0,1,0,0,0,0,1
9xoe3,0,1,1,0,0,1,1,0,0
9xotj,0,0,1,1,0,1,1,0,1
9xror,0,0,1,1,0,1,0,0,1
9xu65,0,0,0,1,0,1,1,0,1
9y141,0,0,0,1,0,0,0,0,1
9y9nn,0,0,1,0,0,1,1,0,0
9ykty,0,0,1,1,0,1,1,0,0
9ym2z,0,0,1,1,0,1,1,0,1
9yoe7,0,1,1,1,0,1,1,0,0
9yp77,0,0,0,1,0,1,1,0,1
9yqa2,1,0,0,0,0,0,0,0,1
9yqil,0,0,1,1,0,1,1,0,1
9yqnk,0,0,1,1,0,1,1,0,0
9yv1n,0,0,0,1,0,1,1,0,1
9z0c7,0,0,1,1,0,1,1,0,1
9z3ln,0,0,1,0,1,1,1,1,0
9z4n1,0,0,1,1,1,1,1,0,1
9z8yz,0,0,0,1,0,1,1,0,0
9zdj7,0,0,0,1,0,1,1,0,1
9zne4,0,1,1,1,0,1,1,0,0
9ztzd,0,1,1,0,1,1,1,1,0
9zzgw,0,0,1,1,0,1,1,0,1
a0015,0,1,1,1,0,1,1,0,1
a00aq,0,0,1,1,0,1,1,1,1
a00e8,0,0,1,1,0,1,1,0,1
a010d,0,0,0,1,0,1,1,0,1
a0178,0,1,1,0,0,1,1,0,1
a0bfs,0,0,1,0,0,1,1,0,1
a0d3v,0,0,1,1,0,1,1,0,1
a0e7j,0,0,0,1,0,1,1,0,1
a0h67,0,0,1,1,0,1,1,0,1
a0llc,0,1,1,0,1,1,1,1,0
a0lve,0,1,1,0,1,1,1,0,0
a0nqx,0,0,1,1,0,1,1,0,0
a0p49,0,1,1,1,0,1,1,0,1
a0wtn,0,0,1,1,0,1,1,0,0
a19he,0,1,1,1,1,1,1,1,0
a1c4u,0,0,1,0,0,1,1,0,1
a1d5w,0,1,1,0,1,1,1,1,0
a1fb1,0,0,1,1,0,1,1,0,1
a1k6w,0,0,0,0,0,1,1,0,1
a1p0m,0,0,1,0,0,1,1,0,1
a1pk8,0,0,1,1,0,1,1,0,1
a2663,0,0,1,1,0,1,1,0,1
a2ac7,0,0,1,1,0,1,1,0,0
a2bgo,0,0,1,1,1,1,1,1,1
a2cl0,0,1,1,0,1,1,1,0,0
a2i78,0,1,1,1,0,1,1,0,0
a2kry,0,0,1,1,0,1,1,0,1
a2s7m,0,0,0,1,0,1,0,0,1
a2tyo,0,0,1,1,1,1,1,1,0
a32py,0,1,1,0,0,1,1,0,0
a33bf,0,0,0,1,0,1,1,0,1
a35j5,0,1,1,1,1,1,1,1,0
a3av8,0,0,0,1,1,1,1,0,0
a3nqc,0,0,1,1,0,1,1,0,1
a3ret,0,0,0,1,0,1,1,0,1
a3sp8,0,0,0,0,0,0,1,0,1
a3suc,0,0,1,1,0,1,1,0,1
a3wjj,0,0,1,1,0,1,0,0,1
a43db,0,0,0,1,0,1,0,0,1
a4feo,0,0,0,1,0,0,0,0,1
a4ghc,0,0,0,1,0,0,1,0,1
a4l8i,0,0,0,1,0,0,0,0,1
a53t5,0,0,1,1,1,1,1,0,1
a56u3,0,0,1,1,0,1,1,0,0
a58kk,0,0,1,1,0,1,1,0,0
a5ass,0,0,0,1,0,1,1,0,1
a5i5p,0,0,1,1,0,1,1,0,1
a5m6k,0,0,0,1,0,1,1,0,1
a5o09,0,1,1,1,0,1,1,0,1
a5oq1,0,0,1,0,0,1,1,0,1
a5p7p,0,0,1,1,1,1,1,0,0
a5p7v,0,0,1,1,1,1,1,0,1
a5xz5,0,1,1,1,0,1,1,0,0
a6158,0,0,0,1,0,1,1,0,1
a624d,0,0,0,0,0,0,1,0,1
a69g5,0,0,1,1,0,1,1,0,1
a6bw7,0,0,1,1,0,1,1,0,0
a6dnz,0,0,1,1,0,1,1,0,0
a6sdk,0,0,1,0,0,1,1,0,0
a72fw,0,0,0,1,0,0,0,0,1
a75af,0,0,1,0,0,0,1,0,1
a76hy,0,0,1,1,0,1,1,0,1
a7kdv,0,0,1,0,1,1,1,0,1
a7scq,0,0,0,1,0,1,0,0,1
a80jy,0,1,1,1,0,1,1,0,1
a8396,0,0,1,0,0,1,1,0,0
a8ezq,0,0,1,0,1,1,1,0,0
a8k14,0,0,1,1,0,1,1,0,0
a8mzy,0,0,0,1,1,1,1,0,1
a8obe,0,0,1,1,0,1,1,0,1
a8xzk,0,1,1,1,1,1,1,1,0
a90kt,0,0,1,1,0,1,1,0,1
a93t5,0,1,1,1,0,1,1,1,1
a9522,0,0,1,1,0,1,1,0,0
a98dp,0,0,1,1,0,1,1,0,1
a9fai,0,1,1,1,0,1,1,0,1
a9mpu,0,0,1,1,0,1,1,0,0
a9ocp,0,0,1,1,0,1,1,0,1
a9tlu,0,0,1,1,0,1,1,1,0
a9u91,0,1,1,1,0,1,1,0,1
a9xko,0,0,1,1,0,1,1,0,0
a9xlr,0,0,1,1,0,1,1,0,1
aa1dn,0,0,1,1,0,1,1,0,1
aa80k,0,1,1,0,0,1,1,0,0
aaleb,0,0,1,1,0,1,1,0,1
aandm,0,0,1,1,0,1,1,0,1
aas92,0,1,1,0,1,1,1,1,1
ab1ly,0,0,1,1,0,1,1,0,1
ab3aj,0,0,1,1,0,1,1,1,0
abagy,0,0,1,1,0,1,1,0,1
abcsb,0,0,0,1,0,0,1,0,1
abeqd,0,0,1,1,1,1,1,0,0
abhox,0,0,1,1,0,1,1,0,1
abt4u,0,0,0,0,0,0,0,0,1
abx3u,0,0,1,0,1,1,1,0,0
abyy1,0,1,1,1,1,1,1,1,0
abzpu,0,0,1,1,0,1,1,0,1
ac0yh,0,0,0,1,0,1,1,0,1
acgin,0,1,1,1,0,1,1,1,0
acijl,0,0,1,1,0,1,1,0,1
acjao,0,0,1,1,0,0,1,0,1
acl0h,0,1,1,0,0,1,1,0,0
acl2q,0,1,1,1,1,1,1,0,1
acnxx,0,0,1,1,0,1,1,0,1
aco0q,0,0,0,1,0,1,1,0,1
acp7o,0,0,0,1,1,1,1,0,1
acpvu,0,0,0,1,0,0,0,0,1
act96,0,0,1,1,0,1,1,0,1
acx22,0,0,1,1,0,1,1,0,1
ad25n,0,0,1,1,0,1,1,1,0
ad962,0,0,1,1,1,1,1,0,1
adewd,0,0,1,0,0,1,1,0,1
adl28,0,1,1,1,0,1,1,0,1
adlyd,0,1,1,1,0,1,1,0,0
adn5t,0,1,1,0,1,1,1,0,1
adtnj,0,0,0,1,0,1,0,0,1
aducf,0,0,1,1,0,1,1,0,1
advze,0,0,1,0,0,1,1,0,1
adza5,0,0,1,1,0,1,1,0,1
ae1oc,0,0,1,1,0,1,1,0,0
ae7rc,0,0,0,1,0,1,1,0,1
aent5,0,0,1,1,1,1,1,1,0
aep6u,0,0,1,1,0,1,1,0,1
aep9l,0,0,1,1,0,1,1,0,1
aer0f,0,0,1,1,0,1,1,0,1
aevhg,0,1,1,0,1,1,1,0,1
aez8a,0,0,0,1,0,1,1,0,1
af0iy,0,0,1,0,0,1,1,0,0
afd6b,0,1,1,1,1,1,1,1,0
afls4,0,0,1,1,0,1,1,0,1
afpu5,0,0,1,0,1,1,1,0,1
aftm9,0,1,1,1,0,1,1,1,0
afw62,0,0,1,1,0,1,1,0,1
afwoa,0,0,1,0,0,1,1,0,0
agbbc,0,0,0,1,0,1,1,0,1
agklh,0,0,0,1,0,1,1,0,1
agm6e,0,0,1,1,1,1,1,0,0
agu2h,0,0,0,1,0,1,1,0,1
ah06i,0,0,1,1,0,1,1,0,1
ah6qf,0,1,1,1,1,1,1,0,0
ah9h9,0,0,1,0,1,1,1,0,0
ahm0t,0,0,0,1,0,1,1,0,1
ai20u,0,0,1,1,0,1,1,0,1
ai245,0,0,0,1,0,1,1,0,1
ai5wv,0,0,1,1,0,1,1,0,0
ai7eh,0,0,0,1,0,0,1,0,1
ai7lo,0,1,0,1,0,1,1,0,1
ai997,0,0,1,1,0,1,1,0,0
air4w,0,0,1,1,0,1,1,0,1
airhf,0,1,1,1,1,1,1,1,0
aisen,0,0,0,1,0,1,1,0,1
aisxi,0,0,1,1,0,1,1,0,1
aitij,0,0,1,1,0,1,1,1,0
aiwlv,0,0,1,1,0,1,1,0,1
aj0o5,0,0,0,1,0,0,0,0,1
aj2c4,0,1,1,0,1,1,1,1,0
aj6me,0,0,1,1,0,1,1,0,0
aj9eu,1,0,0,1,0,0,1,0,1
ajb2p,0,0,0,1,0,1,0,0,1
ajb3d,0,0,1,1,0,1,1,0,1
ajcwk,0,0,0,1,0,1,1,0,1
ajgxi,0,0,1,0,0,1,1,0,1
ajkrl,0,0,1,1,1,1,1,0,1
ajpbd,0,0,1,1,0,1,1,0,1
ajxre,0,0,1,1,0,1,1,0,1
ak9th,1,0,0,1,0,0,0,0,1
akjg7,0,0,0,1,0,0,0,0,1
akl7f,0,0,1,1,0,1,1,0,1
akn05,0,0,0,1,0,1,1,0,1
akzsb,0,0,1,1,0,1,1,0,0
al0r0,0,0,1,1,0,1,1,0,1
al5rj,0,0,1,1,0,1,1,0,1
al6pc,0,0,1,1,0,1,1,0,1
alp3m,0,0,1,1,0,1,1,0,0
alsnn,0,0,1,1,0,1,1,0,0
am1cc,0,0,1,0,0,1,1,0,1
am6tn,0,0,0,1,0,1,1,0,1
am7bw,0,0,1,1,0,1,1,0,1
amahe,0,0,1,1,0,1,1,0,1
amb1i,0,0,1,1,0,1,1,0,0
amjo5,0,0,1,1,0,1,1,0,1
amuci,0,0,1,1,0,1,1,0,0
amysn,0,0,1,1,0,1,1,0,1
an1xl,0,0,1,1,0,1,1,0,0
an2u4,0,0,0,0,0,0,1,0,1
an3pj,0,0,1,1,0,1,1,0,1
an5yn,0,0,0,1,0,1,1,0,1
an6wf,0,0,1,1,0,1,1,0,1
an8au,0,1,1,1,0,1,1,0,0
anfic,0,0,0,1,0,0,1,0,1
anids,0,0,1,1,0,1,1,0,1
aniqf,0,0,1,1,0,1,1,0,1
ank90,0,0,1,1,0,1,1,0,1
anmnp,0,0,1,1,0,1,1,0,1
anyh9,0,1,1,1,0,1,1,0,0
ao1mb,0,1,1,1,1,1,1,1,0
aogso,0,0,1,1,0,1,1,0,1
aopzv,0,0,0,1,0,1,0,0,1
aor5e,0,0,1,1,0,1,1,1,0
aorzh,0,0,1,1,0,1,0,0,1
aox9i,0,0,1,1,0,1,1,0,1
aoxqk,0,0,1,1,0,1,1,1,1
ap2dk,0,0,1,0,0,1,1,0,1
ap67l,0,0,1,1,0,1,1,0,0
ap681,0,1,1,1,0,1,1,1,0
ap862,0,1,1,1,1,1,1,1,0
apaam,0,0,1,1,0,1,1,0,1
apdjl,0,0,0,1,0,1,1,0,1
apf76,0,1,1,1,1,1,1,0,1
apmkq,0,0,0,1,0,0,0,0,1
apsj0,0,0,1,1,1,1,1,0,1
apsjv,0,0,1,1,1,1,1,0,1
apu49,0,0,0,1,0,0,0,0,1
apuul,0,0,0,1,0,1,1,0,1
apuy3,0,0,1,1,0,1,1,0,0
aq3iv,0,0,1,1,0,1,1,0,1
aq5ek,0,1,1,0,1,1,1,1,0
aqdvv,0,0,1,1,0,1,1,1,0
aqkld,0,1,1,1,0,1,1,1,0
aquqk,0,0,1,0,0,1,1,0,1
aqyu6,0,0,1,1,0,1,1,0,1
ar3vu,0,0,0,0,1,1,1,0,0
ar42l,0,0,1,1,1,1,1,0,0
ar8r4,0,0,1,1,0,1,1,0,0
ar99d,0,1,1,1,0,1,1,0,1
araz3,0,1,1,1,0,1,1,0,0
arcuq,0,1,1,1,1,1,1,0,0
arg28,0,1,1,0,0,1,1,0,1
arjkk,0,0,1,0,0,1,1,0,1
arvdq,0,0,0,1,0,0,1,0,1
arwcg,0,0,1,1,0,1,1,1,0
arz3p,0,1,1,0,0,1,1,0,1
as3sg,0,0,1,1,0,1,1,0,1
as5ad,0,0,1,1,0,1,1,0,0
as7hf,0,0,1,1,0,1,1,0,0
asbp8,0,0,1,1,0,0,1,0,1
ascpl,0,0,1,1,0,1,1,1,1
ase5k,0,0,1,1,0,1,1,0,1
ash9f,0,0,1,1,0,1,1,0,1
asjkb,0,0,1,1,0,1,1,0,1
aske8,0,0,1,1,0,1,1,0,1
assn9,0,0,1,1,0,1,1,0,1
assuo,0,1,1,1,1,1,1,1,0
asusf,0,0,1,1,0,1,1,0,1
asw61,0,0,1,1,0,1,1,0,1
aswwn,0,0,1,1,1,1,1,0,0
at04k,0,0,0,1,0,1,1,0,1
at4is,0,1,1,1,1,1,1,0,0
at4ri,0,0,0,1,0,1,0,0,1
at7bo,0,0,1,1,1,1,1,0,0
at9ee,0,0,1,0,1,1,1,0,0
atlsa,0,1,1,1,0,1,1,1,0
ats4s,0,0,0,0,0,1,1,0,1
attdx,0,0,0,1,0,1,1,0,1
atue0,0,0,1,1,1,1,1,0,0
atwsd,0,0,0,1,0,1,1,0,1
au6n5,0,1,1,0,1,1,1,0,0
audp5,0,1,1,0,1,1,1,0,0
aue20,0,0,0,1,0,1,1,0,1
augbm,0,0,1,1,0,1,1,0,0
auhky,0,0,1,1,0,1,1,0,1
aujz2,0,1,1,1,0,1,1,0,0
auk39,0,0,1,1,0,1,1,0,1
aular,0,0,0,1,0,1,1,0,1
aumfd,0,0,1,1,0,1,1,0,1
auqd9,0,0,1,0,0,1,1,0,1
auvzr,0,0,1,0,0,1,1,0,1
auyxe,0,0,1,1,0,1,1,0,1
av9ww,0,0,1,0,0,1,1,0,1
avcat,0,0,1,1,1,1,1,0,0
avely,0,0,1,1,1,1,1,0,1
avg4y,0,0,1,1,0,1,1,0,0
avhbx,0,1,1,0,0,1,1,0,0
avhji,0,0,0,0,0,1,1,0,1
avqf7,0,0,1,1,1,1,1,0,0
avra6,0,1,1,1,1,1,1,1,0
avvyc,0,0,1,1,0,1,1,0,1
aw5my,0,0,1,1,0,1,1,0,1
aw9o5,0,0,1,1,0,1,1,0,1
awbgl,0,0,0,1,0,1,1,0,1
awbnn,0,0,0,1,0,1,0,0,1
awhvd,1,0,0,1,0,1,1,0,1
awj3d,0,0,0,1,0,0,1,0,1
awpiy,0,1,1,1,0,1,1,0,1
awtmu,0,0,1,1,1,1,1,0,0
awuec,0,0,1,1,0,1,1,0,1
awvsh,0,0,1,1,0,1,1,0,1
awxrz,0,0,0,1,1,1,1,0,1
ax4rn,0,0,0,1,0,1,1,0,1
ax6t0,0,0,1,1,0,1,1,0,0
axccn,0,0,1,1,0,1,1,0,1
axcqa,0,1,1,0,0,1,1,0,1
axgl7,0,0,1,1,0,1,1,1,1
ay8ea,0,0,1,1,1,1,1,0,1
ayax7,0,0,1,1,1,1,1,1,0
ayddw,0,0,0,1,0,1,1,0,1
aydsv,1,0,0,1,0,0,0,0,1
aygb7,0,0,1,1,0,1,1,0,1
ayiep,0,0,0,0,0,1,1,0,0
ayk90,0,0,1,1,0,1,1,0,1
az1be,0,0,0,1,0,1,1,0,1
az8oq,0,1,1,1,1,1,1,0,0
azg1c,0,0,1,1,1,1,1,0,0
azr7k,0,0,1,1,0,1,1,0,0
azsgg,0,0,1,0,0,1,1,0,1
azviz,0,0,1,1,0,1,1,0,1
azzqb,0,0,1,1,0,1,1,0,1
b00p4,0,1,0,1,0,1,0,0,1
b0fon,0,0,0,1,0,1,1,0,1
b0hs8,0,1,1,1,1,1,1,0,0
b0wq7,0,1,1,1,0,1,1,0,0
b0yhh,0,0,1,1,0,1,1,0,1
b18n2,0,1,1,1,1,1,1,0,1
b1bq0,0,0,1,1,0,1,1,0,1
b1fty,0,0,0,1,0,1,1,0,1
b1h73,0,0,1,1,0,1,0,0,1
b1n0y,0,0,0,1,0,1,1,0,1
b1qqp,0,0,0,1,0,0,1,0,1
b1r3c,0,1,1,1,1,1,1,1,0
b1sia,0,0,0,1,0,1,1,0,1
b1zxx,0,0,1,1,0,1,1,0,1
b2210,0,0,1,1,0,1,1,1,1
b24mx,0,0,1,1,0,1,1,0,1
b27al,0,0,1,1,0,1,1,1,0
b29i4,0,0,1,0,1,1,1,0,0
b2d1s,0,0,1,1,0,1,1,0,1
b2dls,0,0,1,1,1,1,1,0,1
b2dzh,0,1,1,1,0,1,1,1,0
b2fnu,0,0,1,1,0,1,1,0,1
b2vsx,0,0,1,1,0,1,1,0,1
b2x3z,0,1,1,1,0,1,1,0,0
b2xh7,0,0,1,1,0,1,1,0,1
b37k3,0,0,1,1,0,1,1,0,1
b38ng,1,0,0,1,0,0,0,0,1
b3ejc,0,0,1,1,0,1,1,0,1
b3m5u,0,0,1,1,0,1,1,0,0
b3m8w,0,0,0,1,0,1,1,0,1
b3v4w,0,1,1,0,1,1,1,1,0
b44t3,0,1,1,1,0,1,1,0,1
b49q5,0,0,1,1,0,1,1,0,1
b4e18,0,0,0,0,0,0,1,0,1
b4e8h,0,0,1,1,0,1,1,1,1
b4jlj,0,0,1,1,0,1,1,0,1
b4onx,0,0,1,1,0,1,1,1,0
b4tzk,0,0,1,1,1,1,1,0,0
b4vro,0,0,1,1,0,1,1,0,1
b5fg3,0,0,1,0,0,1,1,1,0
b5pys,0,0,0,1,0,1,0,0,1
b5qd0,0,0,1,1,0,1,1,0,1
b5tsq,0,1,1,1,0,1,1,0,0
b6ee9,0,1,1,1,0,1,1,0,0
b6enk,0,0,1,1,0,1,1,0,1
b6ips,0,0,1,0,0,1,1,0,0
b6wp5,0,1,1,1,1,1,1,1,0
b6z1a,0,0,1,1,0,1,1,0,1
b70no,0,0,1,1,0,1,1,0,1
b71l5,0,0,0,1,0,1,0,0,1
b76bg,0,0,1,1,0,1,1,0,0
b7ao2,0,1,1,1,0,1,1,1,1
b7ca5,0,0,0,1,0,1,0,0,1
b7ce8,0,0,1,0,0,1,1,0,1
b7fyp,0,0,1,1,1,1,1,0,1
b7k7q,0,0,1,1,1,1,1,1,1
b7npj,0,1,1,1,1,1,1,1,0
b7pf5,0,0,0,0,0,0,0,0,1
b7u1o,0,0,1,1,0,1,1,0,1
b7wyj,0,0,1,1,0,1,1,0,1
b7zxl,0,0,1,1,0,1,1,0,0
b80uv,0,0,0,1,0,0,1,0,1
b8hzq,1,0,0,1,0,0,0,0,1
b8k5l,0,0,1,1,0,1,1,0,1
b8rq9,0,0,1,1,0,0,1,0,1
b90kw,0,0,1,1,0,1,1,1,1
b98w6,1,0,0,1,0,0,0,0,1
b9970,1,0,0,0,0,0,0,0,1
b9cag,0,1,1,1,1,1,1,1,0
b9kz0,0,0,0,1,0,1,1,0,1
b9ndc,0,1,1,1,0,1,1,0,0
b9pj9,0,0,1,1,0,1,1,0,1
b9v8v,0,0,0,1,0,0,1,0,1
ba1p2,0,1,1,0,1,1,1,0,0
ba4aq,0,0,1,1,0,1,1,0,1
ba4kc,0,0,1,1,0,1,1,1,0
bad3e,0,0,0,1,0,1,0,0,1
badnp,0,0,1,1,0,1,1,0,1
bahh0,0,1,1,1,0,1,1,1,0
bahoa,0,0,1,1,0,1,1,0,1
bahz2,0,1,1,1,0,1,1,1,0
baijt,0,0,0,1,1,1,1,0,1
ban9j,0,0,1,1,0,0,1,0,1
bau9t,0,0,0,1,0,1,1,0,1
bazwm,0,0,1,1,0,1,1,0,1
bb6iw,0,0,0,0,0,1,1,0,1
bbb20,0,0,1,1,0,1,1,0,1
bbcwm,0,1,1,1,1,1,1,0,0
bbfnd,0,0,0,1,0,1,1,0,1
bbgp7,0,0,0,1,1,1,1,0,1
bbnwn,0,1,1,1,0,1,1,0,0
bbxds,0,0,1,0,0,0,1,0,1
bc15t,0,0,1,1,1,1,1,0,1
bc1zb,0,0,1,1,0,1,1,0,1
bch0y,0,0,1,0,0,1,1,0,0
bch1t,0,0,1,1,0,1,1,0,0
bch5v,0,0,0,1,0,1,1,0,1
bcrsu,0,1,0,1,0,1,1,0,0
bcss2,0,0,0,1,0,0,0,0,1
bczm2,0,0,1,1,0,1,1,0,1
bd8ql,0,0,1,1,0,1,1,0,1
bdicg,0,1,1,1,1,1,1,0,0
bdu8u,0,0,1,0,0,1,1,0,0
bduue,0,0,1,1,0,1,1,0,1
bdwfl,1,0,0,1,0,0,0,0,1
be7eo,0,0,1,1,0,1,1,0,1
be8or,1,0,1,0,0,1,1,0,1
